sentence,relation_type
"Administration_bf DRUG CYP3A4_be inhibitors_be (e_be ._be g_be ._be ,_be erythromycin_be 500_be mg_be BID_be ,_be verapamil_be 240_be mg_be QD_be ,_be OTHER_DRUG 1200_af mg_af TID_af ,_af fluconazole_af 200_af mg_af QD)_af resulted_af increases_af Cmax_af DRUG ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf DRUG CYP3A4_be inhibitors_be (e_be ._be g_be ._be ,_be erythromycin_be 500_be mg_be BID_be ,_be verapamil_be 240_be mg_be QD_be ,_be saquinavir_be 1200_be mg_be TID_be ,_be fluconazole_be 200_be mg_be QD)_be resulted_be increases_be Cmax_be DRUG ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf DRUG CYP3A4_be inhibitors_be (e_be ._be g_be ._be ,_be erythromycin_be 500_be mg_be BID_be ,_be verapamil_be 240_be mg_be QD_be ,_be saquinavir_be 1200_be mg_be TID_be ,_be OTHER_DRUG 200_af mg_af QD)_af resulted_af increases_af Cmax_af DRUG ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf DRUG CYP3A4_be inhibitors_be (e_be ._be g_be ._be ,_be OTHER_DRUG 500_af mg_af BID_af ,_af verapamil_af 240_af mg_af QD_af ,_af saquinavir_af 1200_af mg_af TID_af ,_af fluconazole_af 200_af mg_af QD)_af resulted_af increases_af Cmax_af DRUG ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
Administration_bf DRUG may_be potentiate_be vecuronium-induced_be neuromuscular_be block_be ._be,effect
"Administration_bf DRUG OTHER_DRUG containing_af aluminum_af ,_af magnesium_af ,_af calcium_af ,_af sucralfate_af ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG patients_be receiving_be cyclopropane_be halogenated_be hydrocarbon_be general_be anesthetics_be halothane_be sensitize_be myocardium_be ,_be may_be induce_be cardiac_be arrhythmia_be ._be ._be",effect
"Administration_bf DRUG patients_be receiving_be cyclopropane_be halogenated_be hydrocarbon_be general_be anesthetics_be OTHER_DRUG sensitize_af myocardium_af ,_af may_af induce_af cardiac_af arrhythmia_af ._af ._af",effect
Administration_bf DRUG patients_be receiving_be dopamine_be HCl_be reported_be lead_be hypotension_be bradycardia_be ._be,effect
"Administration_bf DRUG patients_be receiving_be OTHER_DRUG halogenated_af hydrocarbon_af general_af anesthetics_af halothane_af sensitize_af myocardium_af ,_af may_af induce_af cardiac_af arrhythmia_af ._af ._af",effect
Administration_bf DRUG patients_be receiving_be OTHER_DRUG monoamine_af oxidase_af inhibiting_af drugs_af may_af result_af additive_af pressor_af effect_af ._af,effect
Administration_bf DRUG patients_be receiving_be sympathomimetic_be monoamine_be oxidase_be inhibiting_be drugs_be may_be result_be additive_be pressor_be effect_be ._be,effect
"Administration_bf DRUG Tablets_be patients_be receiving_be either_be levodopa_be OTHER_DRUG concurrently_af undertaken_af caution_af ,_af using_af small_af initial_af doses_af small_af gradual_af dose_af increases_af ._af",effect
"Administration_bf DRUG Tablets_be patients_be receiving_be either_be OTHER_DRUG amantadine_af concurrently_af undertaken_af caution_af ,_af using_af small_af initial_af doses_af small_af gradual_af dose_af increases_af ._af",effect
Administration_bf DRUG therapy_be tricyclic_be antidepressant_be shown_be produce_be stimulating_be effect_be depressed_be patients_be ._be,effect
"Administration_bf epinephrine_bf patients_bf receiving_bf cyclopropane_bf halogenated_bf hydrocarbon_bf general_bf anesthetics_bf OTHER_DRUG sensitize_be myocardium_be ,_be may_be induce_be cardiac_be arrhythmia_be ._be ._be",effect
"Administration_bf epinephrine_bf patients_bf receiving_bf DRUG halogenated_be hydrocarbon_be general_be anesthetics_be halothane_be sensitize_be myocardium_be ,_be may_be induce_be cardiac_be arrhythmia_be ._be ._be",effect
"Administration_bf epinephrine_bf patients_bf receiving_bf DRUG halogenated_be hydrocarbon_be general_be anesthetics_be OTHER_DRUG sensitize_af myocardium_af ,_af may_af induce_af cardiac_af arrhythmia_af ._af ._af",effect
"Administration_bf eplerenone_bf CYP3A4_bf inhibitors_bf (e_bf ._bf g_bf ._bf ,_bf DRUG 500_be mg_be BID_be ,_be OTHER_DRUG 240_af mg_af QD_af ,_af saquinavir_af 1200_af mg_af TID_af ,_af fluconazole_af 200_af mg_af QD)_af resulted_af increases_af Cmax_af eplerenone_af ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf eplerenone_bf CYP3A4_bf inhibitors_bf (e_bf ._bf g_bf ._bf ,_bf DRUG 500_be mg_be BID_be ,_be verapamil_be 240_be mg_be QD_be ,_be OTHER_DRUG 1200_af mg_af TID_af ,_af fluconazole_af 200_af mg_af QD)_af resulted_af increases_af Cmax_af eplerenone_af ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf eplerenone_bf CYP3A4_bf inhibitors_bf (e_bf ._bf g_bf ._bf ,_bf DRUG 500_be mg_be BID_be ,_be verapamil_be 240_be mg_be QD_be ,_be saquinavir_be 1200_be mg_be TID_be ,_be OTHER_DRUG 200_af mg_af QD)_af resulted_af increases_af Cmax_af eplerenone_af ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf eplerenone_bf CYP3A4_bf inhibitors_bf (e_bf ._bf g_bf ._bf ,_bf erythromycin_bf 500_bf mg_bf BID_bf ,_bf DRUG 240_be mg_be QD_be ,_be OTHER_DRUG 1200_af mg_af TID_af ,_af fluconazole_af 200_af mg_af QD)_af resulted_af increases_af Cmax_af eplerenone_af ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf eplerenone_bf CYP3A4_bf inhibitors_bf (e_bf ._bf g_bf ._bf ,_bf erythromycin_bf 500_bf mg_bf BID_bf ,_bf DRUG 240_be mg_be QD_be ,_be saquinavir_be 1200_be mg_be TID_be ,_be OTHER_DRUG 200_af mg_af QD)_af resulted_af increases_af Cmax_af eplerenone_af ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf eplerenone_bf CYP3A4_bf inhibitors_bf (e_bf ._bf g_bf ._bf ,_bf erythromycin_bf 500_bf mg_bf BID_bf ,_bf verapamil_bf 240_bf mg_bf QD_bf ,_bf DRUG 1200_be mg_be TID_be ,_be OTHER_DRUG 200_af mg_af QD)_af resulted_af increases_af Cmax_af eplerenone_af ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf non-steroidal_bf anti-inflammatory_bf drugs_bf concomitantly_bf DRUG associated_be increase_be cyclosporine-induced_be toxicity_be ,_be possibly_be due_be decreased_be synthesis_be renal_be prostacyclin_be ._be",effect
"Administration_bf non-steroidal_bf anti-inflammatory_bf drugs_bf concomitantly_bf OTHER_DRUG associated_be increase_be cyclosporine-induced_be toxicity_be ,_be possibly_be due_be decreased_be synthesis_be renal_be prostacyclin_be ._be",effect
"Administration_bf non-steroidal_bf anti-inflammatory_bf drugs_bf concomitantly_bf OTHER_DRUG associated_be increase_be cyclosporine-induced_be toxicity_be ,_be possibly_be due_be decreased_be synthesis_be renal_be prostacyclin_be ._be",effect
"Administration_bf OTHER_DRUG antacids_be containing_be aluminum_be ,_be DRUG ,_af calcium_af ,_af sucralfate_af ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be DRUG ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be DRUG ,_af multivitamins_af containing_af DRUG zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be DRUG ,_af multivitamins_af containing_af DRUG zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be DRUG containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be DRUG ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be zinc_be ,_be formulations_be containing_be divalent_be trivalent_be cations_be DRUG (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be zinc_be ,_be formulations_be containing_be divalent_be trivalent_be cations_be VIDEX_be (didanosine)_be chewable/buffered_be tablets_be pediatric_be powder_be oral_be solution_be ,_be may_be substantially_be interfere_be absorption_be OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be DRUG ,_af sucralfate_af ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG antacids_be containing_be DRUG ,_af magnesium_af ,_af calcium_af ,_af sucralfate_af ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf OTHER_DRUG CYP3A4_be inhibitors_be (e_be ._be g_be ._be ,_be DRUG 500_af mg_af BID_af ,_af verapamil_af 240_af mg_af QD_af ,_af saquinavir_af 1200_af mg_af TID_af ,_af fluconazole_af 200_af mg_af QD)_af resulted_af increases_af Cmax_af OTHER_DRUG ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf OTHER_DRUG CYP3A4_be inhibitors_be (e_be ._be g_be ._be ,_be erythromycin_be 500_be mg_be BID_be ,_be DRUG 240_af mg_af QD_af ,_af saquinavir_af 1200_af mg_af TID_af ,_af fluconazole_af 200_af mg_af QD)_af resulted_af increases_af Cmax_af OTHER_DRUG ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf OTHER_DRUG CYP3A4_be inhibitors_be (e_be ._be g_be ._be ,_be erythromycin_be 500_be mg_be BID_be ,_be verapamil_be 240_be mg_be QD_be ,_be DRUG 1200_af mg_af TID_af ,_af fluconazole_af 200_af mg_af QD)_af resulted_af increases_af Cmax_af OTHER_DRUG ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf OTHER_DRUG CYP3A4_be inhibitors_be (e_be ._be g_be ._be ,_be erythromycin_be 500_be mg_be BID_be ,_be verapamil_be 240_be mg_be QD_be ,_be saquinavir_be 1200_be mg_be TID_be ,_be DRUG 200_af mg_af QD)_af resulted_af increases_af Cmax_af OTHER_DRUG ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
"Administration_bf OTHER_DRUG DRUG containing_af aluminum_af ,_af magnesium_af ,_af calcium_af ,_af sucralfate_af ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af OTHER_DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf quinolones_bf antacids_bf containing_bf aluminum_bf ,_bf DRUG ,_be calcium_be ,_be OTHER_DRUG ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af quinolones_af ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf quinolones_bf antacids_bf containing_bf aluminum_bf ,_bf DRUG ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be OTHER_DRUG ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af quinolones_af ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf quinolones_bf antacids_bf containing_bf aluminum_bf ,_bf DRUG ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be zinc_be ,_be formulations_be containing_be divalent_be trivalent_be cations_be OTHER_DRUG (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af quinolones_af ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf quinolones_bf antacids_bf containing_bf aluminum_bf ,_bf DRUG ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be zinc_be ,_be formulations_be containing_be divalent_be trivalent_be cations_be VIDEX_be (didanosine)_be chewable/buffered_be tablets_be pediatric_be powder_be oral_be solution_be ,_be may_be substantially_be interfere_be absorption_be quinolones_be ,_be resulting_be systemic_be concentrations_be considerably_be lower_be desired_be ._be",effect
"Administration_bf quinolones_bf antacids_bf containing_bf aluminum_bf ,_bf DRUG ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be OTHER_DRUG containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af quinolones_af ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf quinolones_bf antacids_bf containing_bf aluminum_bf ,_bf DRUG ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be OTHER_DRUG ,_af multivitamins_af containing_af OTHER_DRUG zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af quinolones_af ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
